map,i,source,s,h,w,e
maze-400-4,9,47088,1.96882e+07,913514,3757,2.27346e+06
maze-400-4,9,80623,1.73254e+07,872875,4389,1.95860e+06
maze-400-4,9,75990,1.74685e+07,875564,2557,2.02693e+06
maze-400-4,9,3240,1.78311e+07,857276,857,1.99451e+06
maze-400-4,9,34557,1.84544e+07,908740,3761,2.06149e+06
maze-400-4,9,33119,2.04445e+07,887062,2449,1.95882e+06
maze-400-4,9,43246,2.10136e+07,861346,3692,2.01721e+06
maze-400-4,9,95424,1.73474e+07,821528,3245,2.06868e+06
maze-400-4,9,92846,1.75134e+07,934317,4785,2.20952e+06
maze-400-4,9,95213,1.74523e+07,817490,4548,1.9579e+06
maze-400-4,9,127725,1.6937e+07,814304,2754,1.95906e+06
maze-400-4,9,64072,1.81895e+07,895507,1238,2.09064e+06
maze-400-4,9,112723,1.7338e+07,838518,3065,2.01592e+06
maze-400-4,9,89445,1.63905e+07,876860,1526,1.98782e+06
maze-400-4,9,41097,1.74602e+07,816839,2828,1.9965e+06
maze-400-4,9,29393,1.78154e+07,819769,2471,2.23313e+06
maze-400-4,9,14257,1.99727e+07,861690,1609,2.12344e+06
maze-400-4,9,62382,1.98012e+07,975461,2710,2.08502e+06
maze-400-4,9,60959,1.62963e+07,907679,2577,2.00524e+06
maze-400-4,9,110448,1.79896e+07,858219,1121,2.11084e+06
maze-400-4,9,59482,2.05982e+07,857004,2570,2.02811e+06
maze-400-4,9,17855,1.83252e+07,864501,1389,1.9449e+06
maze-400-4,9,111904,1.75078e+07,880721,1655,2.02439e+06
maze-400-4,9,111859,1.98165e+07,884431,1140,1.9906e+06
maze-400-4,9,60657,2.03166e+07,894426,1704,2.10667e+06
maze-400-4,9,41572,2.06294e+07,917696,1384,2.05377e+06
maze-400-4,9,78371,2.05699e+07,916526,1241,2.06643e+06
maze-400-4,9,114890,2.02988e+07,858617,2268,2.11219e+06
maze-400-4,9,13617,2.04172e+07,860892,6252,2.06745e+06
maze-400-4,9,62230,1.80774e+07,841272,2272,2.03611e+06
maze-400-4,9,124119,1.8831e+07,820722,1151,1.95155e+06
maze-400-4,9,103923,1.69945e+07,837345,1556,2.13894e+06
maze-400-4,9,95697,1.66722e+07,952895,2550,1.94359e+06
maze-400-4,9,86468,1.64444e+07,822286,397,1.99328e+06
maze-400-4,9,61576,1.75697e+07,814516,2404,1.94365e+06
maze-400-4,9,28937,1.89563e+07,903760,1642,2.07188e+06
maze-400-4,9,14436,2.09612e+07,882757,857,2.13541e+06
maze-400-4,9,50178,2.05252e+07,825560,2861,2.01508e+06
maze-400-4,9,42789,1.72207e+07,850005,1325,2.07568e+06
maze-400-4,9,116115,1.73531e+07,835345,1145,1.97428e+06
maze-400-4,9,112330,1.68511e+07,821275,1152,1.97405e+06
maze-400-4,9,12778,1.6988e+07,818843,3772,2.14795e+06
maze-400-4,9,80823,1.69515e+07,816198,3524,1.98409e+06
maze-400-4,9,1483,1.81463e+07,889606,1799,2.6962e+06
maze-400-4,9,17761,1.79442e+07,939994,1860,2.21218e+06
maze-400-4,9,61206,1.92055e+07,907385,1400,2.0578e+06
maze-400-4,9,29926,2.01877e+07,906782,1670,2.07287e+06
maze-400-4,9,106924,2.01437e+07,907299,2093,1.9998e+06
maze-400-4,9,42347,1.93662e+07,912540,2436,1.96077e+06
maze-400-4,9,91993,1.8915e+07,871408,2806,2.04876e+06
maze-400-4,9,80759,1.78008e+07,818600,1308,1.95371e+06
maze-400-4,9,77202,1.78699e+07,816608,1164,1.94788e+06
maze-400-4,9,59073,1.75485e+07,823014,1493,2.06558e+06
maze-400-4,9,86844,1.65865e+07,849901,2820,1.98873e+06
maze-400-4,9,79017,1.7742e+07,875140,3464,1.9538e+06
maze-400-4,9,26113,2.10828e+07,858405,2609,1.97868e+06
maze-400-4,9,31559,1.93295e+07,882069,2925,2.02227e+06
maze-400-4,9,327,1.8044e+07,811427,1085,2.0709e+06
maze-400-4,9,68775,1.75791e+07,867276,1298,2.13621e+06
maze-400-4,9,21585,1.68719e+07,877079,3835,2.10271e+06
maze-400-4,9,96657,1.71173e+07,865954,2604,1.9572e+06
maze-400-4,9,28935,1.89842e+07,829046,3002,1.94469e+06
maze-400-4,9,6259,1.75597e+07,928954,1828,1.95727e+06
maze-400-4,9,90329,1.90225e+07,878374,3633,2.36045e+06
maze-400-4,9,11777,1.89077e+07,917306,2979,2.18107e+06
maze-400-4,9,85651,1.6016e+07,872163,1117,2.08977e+06
maze-400-4,9,1484,1.85954e+07,857042,1788,2.03086e+06
maze-400-4,9,112923,1.98469e+07,913404,1120,2.0276e+06
maze-400-4,9,85837,2.0129e+07,922409,2236,2.08564e+06
maze-400-4,9,36426,2.06036e+07,877746,1700,1.94587e+06
maze-400-4,9,60636,1.6448e+07,876128,1115,1.945e+06
maze-400-4,9,125520,1.66927e+07,874613,2795,1.98398e+06
maze-400-4,9,76042,1.73735e+07,868738,3089,2.04273e+06
maze-400-4,9,56439,1.70357e+07,861820,1121,1.95784e+06
maze-400-4,9,8430,1.81541e+07,820106,2619,2.15884e+06
maze-400-4,9,107806,1.68347e+07,957411,2508,2.08936e+06
maze-400-4,9,50908,2.09661e+07,865312,1844,1.99307e+06
maze-400-4,9,55790,1.90152e+07,933071,2065,2.05291e+06
maze-400-4,9,25218,1.77924e+07,907234,2637,2.01685e+06
maze-400-4,9,45322,1.88145e+07,884756,3370,2.08125e+06
maze-400-4,9,3805,1.97006e+07,817293,2736,1.94602e+06
maze-400-4,9,46613,1.77072e+07,822309,445,1.98663e+06
maze-400-4,9,120668,1.7541e+07,922023,1249,2.01984e+06
maze-400-4,9,59769,2.10285e+07,892418,1039,2.11844e+06
maze-400-4,9,96682,1.9899e+07,902126,2404,1.98856e+06
maze-400-4,9,93010,1.79719e+07,909271,1009,1.95857e+06
maze-400-4,9,72109,2.02799e+07,886503,1238,2.01388e+06
maze-400-4,9,75740,1.85880e+07,869529,1383,2.01676e+06
maze-400-4,9,99827,1.73102e+07,863080,2475,2.1152e+06
maze-400-4,9,22101,1.75055e+07,873677,1702,1.97577e+06
maze-400-4,9,30411,1.94689e+07,843717,1329,2.10232e+06
maze-400-4,9,21342,1.92002e+07,980479,2839,2.20374e+06
maze-400-4,9,77610,2.09955e+07,940440,1471,1.99817e+06
maze-400-4,9,28433,2.08796e+07,935053,4091,1.9817e+06
maze-400-4,9,97468,1.94431e+07,863327,1610,2.04595e+06
maze-400-4,9,86155,1.82464e+07,867811,1698,1.99869e+06
maze-400-4,9,696,1.77269e+07,864904,4206,2.0298e+06
maze-400-4,9,39299,1.75436e+07,866571,3217,2.06946e+06
maze-400-4,9,63976,2.01095e+07,915529,940,2.00874e+06
maze-400-4,9,127700,1.76835e+07,918309,3188,2.00544e+06
maze-400-4,9,63990,1.86315e+07,875854,4042,2.10781e+06
maze-400-4,9,125632,1.83821e+07,957572,13369,2.1116e+06
maze-400-4,9,22376,1.72241e+07,839998,388,2.03842e+06
maze-400-4,9,7494,1.71617e+07,811971,3010,2.09484e+06
maze-400-4,9,12034,2.02759e+07,919926,3424,2.09594e+06
maze-400-4,9,74272,1.72447e+07,841844,2498,2.0021e+06
maze-400-4,9,29319,1.70963e+07,824417,2408,2.07179e+06
maze-400-4,9,94900,1.66583e+07,864500,2460,2.03744e+06
maze-400-4,9,67312,1.61487e+07,875489,1208,2.02556e+06
maze-400-4,9,116895,1.69826e+07,947833,1174,1.94504e+06
maze-400-4,9,63116,1.84831e+07,927485,2720,2.08299e+06
maze-400-4,9,110949,1.77806e+07,900550,3331,2.19255e+06
maze-400-4,9,105277,1.57392e+07,878532,1708,2.02778e+06
maze-400-4,9,58088,1.77619e+07,863668,2445,2.00831e+06
maze-400-4,9,66954,1.74427e+07,883956,1720,1.98956e+06
maze-400-4,9,740,1.8243e+07,1.04877e+06,11724,1.9983e+06
maze-400-4,9,86033,1.98388e+07,860888,1031,1.95524e+06
maze-400-4,9,73331,2.08504e+07,885706,841,2.00888e+06
maze-400-4,9,109233,1.90893e+07,963913,1185,2.00624e+06
maze-400-4,9,37612,2.00074e+07,902555,2270,1.99566e+06
maze-400-4,9,123212,1.81517e+07,897514,434,2.03396e+06
maze-400-4,9,14541,1.70043e+07,814276,1191,2.01361e+06
maze-400-4,9,33682,1.69978e+07,862745,2365,2.04134e+06
maze-400-4,9,114176,2.02364e+07,892795,2365,2.02425e+06
maze-400-4,9,115539,1.72576e+07,854918,1236,2.16146e+06
maze-400-4,9,12965,1.90677e+07,863227,1012,2.03923e+06
maze-400-4,9,88971,1.77345e+07,825013,3046,1.94819e+06
maze-400-4,9,62238,1.68305e+07,856641,2975,1.97792e+06
maze-400-4,9,119622,1.98707e+07,997616,814,2.42055e+06
maze-400-4,9,55525,1.72622e+07,837880,2225,1.96303e+06
maze-400-4,9,37938,1.76426e+07,878021,3117,2.01213e+06
maze-400-4,9,106918,1.74604e+07,915987,1219,2.0162e+06
maze-400-4,9,108681,1.60767e+07,815686,1805,1.99872e+06
maze-400-4,9,69816,1.83685e+07,937146,3175,1.96665e+06
maze-400-4,9,67020,1.66557e+07,853176,1173,1.94861e+06
maze-400-4,9,61979,1.76802e+07,815694,3165,2.17355e+06
maze-400-4,9,39322,1.81384e+07,900554,2983,1.9487e+06
maze-400-4,9,93313,1.80999e+07,870412,1216,2.23922e+06
maze-400-4,9,27443,1.85479e+07,926200,1334,2.18444e+06
maze-400-4,9,108200,1.76089e+07,859766,1639,1.96506e+06
maze-400-4,9,46219,1.90818e+07,866619,1299,2.12584e+06
maze-400-4,9,35808,1.90212e+07,863622,2511,1.972e+06
maze-400-4,9,116229,1.97816e+07,939168,3458,1.98586e+06
maze-400-4,9,122485,1.96102e+07,866606,3577,2.26475e+06
maze-400-4,9,113527,1.69503e+07,815884,882,2.05365e+06
maze-400-4,9,38418,1.90958e+07,824404,2652,2.06964e+06
maze-400-4,9,71996,1.72772e+07,852241,810,1.95458e+06
maze-400-4,9,15431,1.77679e+07,946194,1361,1.97027e+06
maze-400-4,9,27663,1.91765e+07,987075,4383,1.99483e+06
maze-400-4,9,71049,1.83169e+07,869995,2732,2.08633e+06
maze-400-4,9,69822,1.87586e+07,824762,4258,2.03916e+06
maze-400-4,9,15705,1.73418e+07,879711,1966,1.95958e+06
maze-400-4,9,57825,1.74844e+07,910704,1324,2.03717e+06
maze-400-4,9,110946,1.73111e+07,821963,4163,2.02113e+06
maze-400-4,9,98459,1.7013e+07,820014,1084,1.94939e+06
maze-400-4,9,104584,1.70456e+07,818695,1251,1.94856e+06
maze-400-4,9,17598,1.773e+07,857456,3662,1.94923e+06
maze-400-4,9,104158,1.70737e+07,865764,1432,2.06558e+06
maze-400-4,9,73212,1.84697e+07,1.00888e+06,3182,2.1376e+06
maze-400-4,9,125036,1.47602e+07,853878,2618,2.10198e+06
maze-400-4,9,34269,1.92457e+07,817744,2525,1.94872e+06
maze-400-4,9,91816,1.87814e+07,903366,4160,1.96339e+06
maze-400-4,9,10710,2.06822e+07,904053,2917,2.00644e+06
maze-400-4,9,120525,1.67749e+07,816693,1077,2.07416e+06
maze-400-4,9,28125,1.72266e+07,818534,2204,1.95914e+06
maze-400-4,9,104378,1.63068e+07,820385,474,2.00623e+06
maze-400-4,9,84553,1.70934e+07,838207,2385,2.16949e+06
maze-400-4,9,7680,1.74045e+07,818568,1090,2.10894e+06
maze-400-4,9,91371,1.61816e+07,821177,960,2.06138e+06
maze-400-4,9,33707,1.66353e+07,862352,1000,1.94248e+06
maze-400-4,9,15802,1.80826e+07,866631,1185,1.96101e+06
maze-400-4,9,76486,1.8748e+07,868407,1129,1.99902e+06
maze-400-4,9,98462,1.94689e+07,831270,3577,2.0006e+06
maze-400-4,9,84004,1.71295e+07,827713,3113,1.99917e+06
maze-400-4,9,9777,1.708e+07,896571,1368,2.04665e+06
maze-400-4,9,35149,1.70439e+07,840285,2921,2.11849e+06
maze-400-4,9,125955,1.62801e+07,940620,2345,2.01587e+06
maze-400-4,9,74956,1.89038e+07,894331,1750,2.01399e+06
maze-400-4,9,35378,2.05606e+07,855249,1120,1.95443e+06
maze-400-4,9,75629,1.82998e+07,897622,1503,2.20044e+06
maze-400-4,9,123663,1.67701e+07,935213,2493,2.00788e+06
maze-400-4,9,102075,1.84855e+07,925939,1795,1.95304e+06
maze-400-4,9,36244,1.9957e+07,891549,4201,1.96952e+06
maze-400-4,9,62206,2.06638e+07,920144,1519,1.98156e+06
maze-400-4,9,94166,1.97155e+07,838358,2867,2.06841e+06
maze-400-4,9,104568,1.80409e+07,944735,4411,2.18895e+06
maze-400-4,9,107108,1.73355e+07,814363,1642,1.9474e+06
maze-400-4,9,41302,1.72003e+07,819238,1677,1.95777e+06
maze-400-4,9,99737,1.70933e+07,818719,2643,1.95169e+06
maze-400-4,9,37007,1.85756e+07,820884,435,2.03202e+06
maze-400-4,9,8827,1.71035e+07,858952,10582,1.95266e+06
maze-400-4,9,50958,1.77168e+07,880073,928,2.00633e+06
maze-400-4,9,50171,1.78415e+07,824445,2460,1.9879e+06
maze-400-4,9,13792,1.74084e+07,946994,3062,1.97456e+06
maze-400-4,9,124825,1.62776e+07,848876,2678,1.94285e+06
maze-400-4,9,21519,1.74585e+07,819615,2690,1.94595e+06
maze-400-4,9,61395,1.81437e+07,933247,1293,2.19707e+06
maze-400-4,9,12484,1.6948e+07,870934,1556,1.94506e+06
maze-400-4,9,25907,1.73767e+07,851683,2643,1.97981e+06
maze-400-4,9,77139,1.66798e+07,822661,1117,1.94987e+06
maze-400-4,9,63140,1.74641e+07,820948,3573,2.20544e+06
maze-400-4,9,70674,1.81879e+07,896729,1040,2.01463e+06
maze-400-4,9,119927,1.92767e+07,865917,1116,2.0059e+06
maze-400-4,9,645,1.89716e+07,815251,7663,1.94901e+06
maze-400-4,9,115218,1.70423e+07,853474,2600,1.98926e+06
maze-400-4,9,69414,1.69598e+07,820306,2897,2.07835e+06
maze-400-4,9,66307,1.9655e+07,915257,2464,2.09869e+06
maze-400-4,9,39272,2.0826e+07,924814,3833,2.27065e+06
maze-400-4,9,22454,1.91787e+07,889440,2918,2.20442e+06
maze-400-4,9,124571,1.63315e+07,820156,1005,1.94476e+06
maze-400-4,9,82158,1.69583e+07,845624,1239,2.31074e+06
maze-400-4,9,7392,1.93968e+07,871120,3550,2.00376e+06
maze-400-4,9,56125,1.73754e+07,818632,1246,1.94611e+06
maze-400-4,9,90009,1.61208e+07,908484,2665,1.97913e+06
maze-400-4,9,47311,1.97586e+07,932270,1187,1.96682e+06
maze-400-4,9,114686,1.92557e+07,857487,2635,2.0165e+06
maze-400-4,9,87376,1.70614e+07,950417,3055,1.95238e+06
maze-400-4,9,33858,1.77169e+07,877655,1010,1.95951e+06
maze-400-4,9,77177,1.65211e+07,859727,1237,1.94726e+06
maze-400-4,9,94606,1.62837e+07,820020,1212,1.94866e+06
maze-400-4,9,13084,1.74184e+07,818215,991,1.94649e+06
maze-400-4,9,36414,1.79016e+07,909624,2931,2.16131e+06
maze-400-4,9,70635,1.97065e+07,865812,1198,2.18064e+06
maze-400-4,9,68550,1.7779e+07,824129,2888,1.95127e+06
maze-400-4,9,13496,1.92583e+07,865772,2445,2.07509e+06
maze-400-4,9,77351,2.03909e+07,910824,2660,2.03546e+06
maze-400-4,9,29048,2.1022e+07,946912,3967,2.03339e+06
maze-400-4,9,115640,1.94326e+07,827812,1099,1.95019e+06
maze-400-4,9,30598,1.75232e+07,968109,2947,1.98857e+06
maze-400-4,9,101787,2.01496e+07,900985,2282,1.98768e+06
maze-400-4,9,124045,1.69742e+07,814266,2771,2.08414e+06
maze-400-4,9,35338,2.0313e+07,874839,466,1.98731e+06
maze-400-4,9,81315,1.97641e+07,873300,1609,2.37981e+06
maze-400-4,9,21034,1.78254e+07,913921,1474,2.21722e+06
maze-400-4,9,100005,1.80426e+07,875869,3072,2.04706e+06
maze-400-4,9,94225,1.6612e+07,873110,2856,2.1259e+06
maze-400-4,9,107685,1.75888e+07,858116,2385,2.05246e+06
maze-400-4,9,123568,1.98947e+07,918562,1237,1.95619e+06
maze-400-4,9,34018,1.65085e+07,826001,1130,2.02601e+06
maze-400-4,9,71087,1.648e+07,821631,1224,2.09765e+06
maze-400-4,9,74846,1.72824e+07,822297,1419,2.14023e+06
maze-400-4,9,77662,1.74129e+07,822932,3363,1.99108e+06
maze-400-4,9,100234,1.64232e+07,818154,1254,1.99355e+06
maze-400-4,9,102652,1.6896e+07,1.01091e+06,1505,2.46824e+06
maze-400-4,9,119726,1.78042e+07,839047,2158,2.00939e+06
maze-400-4,9,86602,1.67032e+07,872466,1130,2.10888e+06
maze-400-4,9,3457,2.07358e+07,851221,1069,1.95724e+06
maze-400-4,9,30885,2.01457e+07,851271,1090,1.96559e+06
maze-400-4,9,97659,1.77086e+07,836959,1130,2.08846e+06
maze-400-4,9,46855,1.66891e+07,819713,2958,2.12055e+06
maze-400-4,9,100155,1.67075e+07,849938,2976,1.94778e+06
maze-400-4,9,50835,1.78577e+07,820687,1553,2.05896e+06
maze-400-4,9,18331,1.69486e+07,815326,4543,2.01300e+06
maze-400-4,9,110640,1.80963e+07,930291,1235,2.16959e+06
maze-400-4,9,93560,1.8141e+07,865139,1170,2.00174e+06
maze-400-4,9,87392,1.73871e+07,844673,3912,2.13715e+06
maze-400-4,9,73950,1.66355e+07,903659,2727,1.96057e+06
maze-400-4,9,50666,1.75206e+07,847352,3160,1.97942e+06
maze-400-4,9,3490,1.77341e+07,811639,1497,1.96853e+06
maze-400-4,9,89421,1.78921e+07,861145,1711,1.9818e+06
maze-400-4,9,48197,2.0546e+07,868285,1141,1.96281e+06
maze-400-4,9,34860,2.03683e+07,824993,3111,2.05434e+06
maze-400-4,9,121238,1.65201e+07,838358,1912,1.99654e+06
maze-400-4,9,89735,1.67888e+07,1.04774e+06,1208,2.05372e+06
maze-400-4,9,30784,1.92126e+07,907769,1603,2.05524e+06
maze-400-4,9,84989,1.71215e+07,819813,3996,2.09826e+06
maze-400-4,9,76640,1.63526e+07,830921,926,1.94764e+06
maze-400-4,9,105788,1.93087e+07,817038,4035,1.95218e+06
maze-400-4,9,116245,1.6408e+07,815131,1180,1.94632e+06
maze-400-4,9,60144,1.71385e+07,820362,2836,1.99114e+06
maze-400-4,9,73533,1.62619e+07,911030,1660,1.97544e+06
maze-400-4,9,82336,1.82053e+07,856360,1265,1.9876e+06
maze-400-4,9,61815,1.70694e+07,853885,2444,2.01298e+06
maze-400-4,9,79807,1.687e+07,830848,1649,1.94618e+06
maze-400-4,9,74924,1.69441e+07,891275,1108,2.32183e+06
maze-400-4,9,6760,1.69636e+07,914752,1124,2.12602e+06
maze-400-4,9,19844,1.76882e+07,928271,2586,2.14237e+06
maze-400-4,9,117647,1.67385e+07,820445,2802,1.94686e+06
maze-400-4,9,45118,1.73581e+07,820264,2316,1.94569e+06
maze-400-4,9,102037,1.68294e+07,1.2113e+06,3387,2.13707e+06
maze-400-4,9,26030,1.60528e+07,843541,14984,2.04897e+06
maze-400-4,9,90810,1.73942e+07,818127,2557,2.11084e+06
maze-400-4,9,30119,2.12609e+07,854924,1654,2.18739e+06
maze-400-4,9,28030,2.0506e+07,905877,3179,2.00965e+06
maze-400-4,9,73655,1.95364e+07,860874,490,2.13633e+06
maze-400-4,9,34880,1.75437e+07,875033,2485,2.05046e+06
maze-400-4,9,46708,1.7585e+07,821434,3645,2.04378e+06
maze-400-4,9,124228,1.6562e+07,811880,2829,1.94476e+06
maze-400-4,9,22078,1.7977e+07,858480,5189,1.95728e+06
maze-400-4,9,15097,1.94072e+07,860153,4586,1.94452e+06
maze-400-4,9,16375,1.7637e+07,885513,1217,2.02749e+06
maze-400-4,9,82967,1.86929e+07,1.00138e+06,1360,2.17659e+06
maze-400-4,9,34239,1.91818e+07,864813,3240,2.06192e+06
maze-400-4,9,61211,1.63553e+07,857952,1086,2.04086e+06
maze-400-4,9,30971,1.88301e+07,929317,4738,2.0559e+06
maze-400-4,9,99223,2.01224e+07,863523,881,2.09278e+06
maze-400-4,9,6784,1.85328e+07,874191,1169,2.02709e+06
maze-400-4,9,55130,1.73839e+07,951399,1150,1.94916e+06
maze-400-4,9,59908,1.65713e+07,823032,1182,1.95296e+06
maze-400-4,9,110206,1.60988e+07,819445,1001,1.98369e+06
maze-400-4,9,18656,1.75497e+07,816440,1190,2.01111e+06
maze-400-4,9,96744,1.66869e+07,959612,1494,2.57455e+06
maze-400-4,9,80634,1.88716e+07,877120,2387,2.01131e+06
maze-400-4,9,30123,1.98586e+07,841928,1467,2.18395e+06
maze-400-4,9,115543,1.95389e+07,863830,1187,1.95777e+06
maze-400-4,9,28491,2.10959e+07,897400,1616,2.14907e+06
maze-400-4,9,97326,2.00872e+07,884079,1704,2.14746e+06
maze-400-4,9,16564,1.70511e+07,881059,2774,1.95872e+06
maze-400-4,9,33115,1.73946e+07,842896,2892,1.94826e+06
maze-400-4,9,125149,1.67524e+07,900145,2456,1.97576e+06
maze-400-4,9,47090,1.87774e+07,823615,4906,2.06784e+06
maze-400-4,9,9326,1.85236e+07,863492,1687,1.95989e+06
maze-400-4,9,8687,1.78024e+07,966002,2534,1.99745e+06
maze-400-4,9,121738,1.99323e+07,817121,1124,1.94866e+06
maze-400-4,9,7173,1.77025e+07,909261,2306,1.9913e+06
maze-400-4,9,127048,1.71365e+07,838942,2579,2.00189e+06
maze-400-4,9,127274,1.65635e+07,813682,2986,1.96058e+06
maze-400-4,9,29456,1.73375e+07,850895,4745,2.03203e+06
maze-400-4,9,88613,1.68959e+07,821566,1191,2.13949e+06
maze-400-4,9,102243,1.88272e+07,1.08641e+06,1098,2.15442e+06
maze-400-4,9,48783,1.78398e+07,882606,2761,1.97375e+06
maze-400-4,9,29513,1.7941e+07,823697,1332,1.95092e+06
maze-400-4,9,23278,1.89517e+07,996062,3406,1.96799e+06
maze-400-4,9,57100,1.81195e+07,896792,3814,2.00584e+06
maze-400-4,9,106244,1.65755e+07,869174,2536,1.94703e+06
maze-400-4,9,71215,1.71073e+07,869963,1317,2.17532e+06
maze-400-4,9,89588,1.77449e+07,847681,478,1.94878e+06
maze-400-4,9,19599,1.70596e+07,819016,495,1.94327e+06
maze-400-4,9,72094,1.7639e+07,868456,3807,2.01039e+06
maze-400-4,9,37892,1.91577e+07,967098,3093,2.22623e+06
maze-400-4,9,51734,2.12138e+07,870034,2636,2.09162e+06
maze-400-4,9,77002,1.8142e+07,939882,1185,1.97055e+06
maze-400-4,9,126927,2.06913e+07,855379,2553,1.99059e+06
maze-400-4,9,96293,1.75884e+07,927450,2586,1.96627e+06
maze-400-4,9,105363,1.68842e+07,872315,3115,1.94599e+06
maze-400-4,9,91511,1.69617e+07,872456,1091,2.09139e+06
maze-400-4,9,51805,1.84882e+07,864030,2369,1.99046e+06
maze-400-4,9,84604,2.02561e+07,962862,1478,2.08989e+06
maze-400-4,9,30616,1.80649e+07,840023,2994,1.94945e+06
maze-400-4,9,39774,1.86692e+07,874068,2808,2.05622e+06
maze-400-4,9,102655,1.71147e+07,818873,4331,2.07074e+06
maze-400-4,9,109999,1.68653e+07,919566,2101,2.04997e+06
maze-400-4,9,3951,1.75772e+07,811151,2204,2.02242e+06
maze-400-4,9,3243,1.86275e+07,858543,555,2.06167e+06
maze-400-4,9,121389,1.66608e+07,818935,1799,1.95257e+06
maze-400-4,9,109395,1.73831e+07,913001,12837,1.98952e+06
maze-400-4,9,18349,1.77636e+07,818113,1175,1.96992e+06
maze-400-4,9,122356,1.72888e+07,860490,2731,2.05596e+06
maze-400-4,9,29251,1.72481e+07,891146,1426,2.10222e+06
maze-400-4,9,66895,1.8554e+07,925627,2183,2.24744e+06
maze-400-4,9,66153,2.14725e+07,936613,4084,2.12125e+06
maze-400-4,9,2318,2.05669e+07,811072,3025,2.09722e+06
maze-400-4,9,81778,2.02234e+07,891985,1179,2.04133e+06
maze-400-4,9,54120,1.81947e+07,872572,1963,1.96574e+06
maze-400-4,9,111021,1.71167e+07,861729,2447,1.95861e+06
maze-400-4,9,92672,1.72745e+07,904305,1457,2.07465e+06
maze-400-4,9,65147,1.9824e+07,962908,2437,2.14539e+06
maze-400-4,9,69867,1.94865e+07,870967,3611,1.97175e+06
maze-400-4,9,1048,2.059e+07,853807,2973,2.0483e+06
maze-400-4,9,22961,1.9917e+07,862670,2646,2.04304e+06
maze-400-4,9,49355,2.07784e+07,826552,1859,1.94629e+06
maze-400-4,9,76706,1.66336e+07,821754,1683,1.94903e+06
maze-400-4,9,39297,1.78383e+07,872340,2881,2.04392e+06
maze-400-4,9,7437,1.8352e+07,899187,2682,1.9701e+06
maze-400-4,9,56077,1.98809e+07,916909,2562,1.9947e+06
maze-400-4,9,93920,1.70458e+07,848545,2389,2.29310e+06
maze-400-4,9,45000,1.83589e+07,876106,1466,2.06183e+06
maze-400-4,9,80991,1.73802e+07,818008,2216,2.14147e+06
maze-400-4,9,108584,1.66834e+07,840955,1760,2.02087e+06
maze-400-4,9,58953,1.7336e+07,872263,1835,2.00024e+06
maze-400-4,9,46256,1.71493e+07,824856,1092,2.03986e+06
maze-400-4,9,28298,1.66933e+07,816160,3201,2.03672e+06
maze-400-4,9,37105,1.91534e+07,844024,2598,2.06403e+06
maze-400-4,9,67872,1.6401e+07,917479,1233,2.03571e+06
maze-400-4,9,93320,1.68908e+07,835062,2294,1.9918e+06
maze-400-4,9,29252,1.79428e+07,850792,3128,1.99951e+06
maze-400-4,9,37321,1.81055e+07,1.04507e+06,2767,2.05956e+06
maze-400-4,9,35017,2.14415e+07,893375,3115,1.96988e+06
maze-400-4,9,112618,1.99758e+07,931072,2448,2.02306e+06
maze-400-4,9,69486,1.74731e+07,820728,3116,1.95319e+06
maze-400-4,9,118737,1.6656e+07,819013,2649,2.05908e+06
maze-400-4,9,76142,1.74753e+07,819912,2607,2.01824e+06
maze-400-4,9,26784,1.72549e+07,814551,1564,2.02789e+06
maze-400-4,9,34700,1.80877e+07,815818,2891,1.94672e+06
maze-400-4,9,9928,1.73753e+07,871816,1276,2.06612e+06
maze-400-4,9,33755,1.78733e+07,820552,1152,2.01638e+06
maze-400-4,9,89941,1.77588e+07,930192,3026,2.10254e+06
maze-400-4,9,103616,1.69948e+07,912430,1155,1.94506e+06
maze-400-4,9,108471,1.69069e+07,817536,2385,2.01017e+06
maze-400-4,9,61076,1.72431e+07,819158,2604,1.94509e+06
maze-400-4,9,122381,1.57197e+07,810697,2013,1.94693e+06
maze-400-4,9,6698,1.89618e+07,873626,1115,1.97652e+06
maze-400-4,9,30893,1.71483e+07,868277,2524,1.95306e+06
maze-400-4,9,28757,1.77975e+07,872624,2834,2.13626e+06
maze-400-4,9,50893,1.79193e+07,822857,919,1.98759e+06
maze-400-4,9,25524,1.8519e+07,817437,477,1.94697e+06
maze-400-4,9,79135,1.71218e+07,928273,1486,2.22141e+06
maze-400-4,9,67681,1.79655e+07,891123,2730,2.16847e+06
maze-400-4,9,124335,1.50322e+07,881537,3173,2.06468e+06
maze-400-4,9,72344,2.02829e+07,960156,1380,2.0479e+06
maze-400-4,9,126222,1.6814e+07,819699,2412,2.03922e+06
maze-400-4,9,105011,1.89657e+07,851275,2769,2.00238e+06
maze-400-4,9,20038,1.85686e+07,858585,3274,1.96734e+06
maze-400-4,9,3224,2.09165e+07,931737,1361,2.00401e+06
maze-400-4,9,89591,1.93758e+07,858849,606,1.94677e+06
maze-400-4,9,126204,1.82225e+07,858939,2860,2.05788e+06
maze-400-4,9,110446,1.98048e+07,855312,2875,1.95483e+06
maze-400-4,9,54865,1.70987e+07,813998,2374,1.94837e+06
maze-400-4,9,74753,1.63066e+07,812188,2991,2.04052e+06
