map,i,source,s,h,w,e
maze-400-4,8,61655,1.81291e+07,817709,3187,1.95058e+06
maze-400-4,8,48850,1.99292e+07,856171,1410,2.01054e+06
maze-400-4,8,60348,1.99465e+07,858501,3288,2.38828e+06
maze-400-4,8,47578,1.81932e+07,997831,1050,2.10338e+06
maze-400-4,8,99506,1.51798e+07,844637,967,2.00313e+06
maze-400-4,8,27886,1.77895e+07,818225,3209,1.94754e+06
maze-400-4,8,64818,1.67761e+07,860610,1150,1.94369e+06
maze-400-4,8,107476,1.66296e+07,822055,1143,1.95678e+06
maze-400-4,8,113489,1.64925e+07,860311,1732,2.0261e+06
maze-400-4,8,126293,1.721e+07,859421,1608,1.95284e+06
maze-400-4,8,121351,1.76806e+07,818062,1922,2.103e+06
maze-400-4,8,26908,1.757e+07,922369,1599,1.95431e+06
maze-400-4,8,7711,1.71554e+07,856141,1604,2.11242e+06
maze-400-4,8,1501,2.07639e+07,856077,1860,1.96769e+06
maze-400-4,8,102788,1.9712e+07,866845,2479,2.0054e+06
maze-400-4,8,104560,1.69495e+07,819132,2213,1.99074e+06
maze-400-4,8,105483,1.82298e+07,921527,2516,2.04445e+06
maze-400-4,8,109970,1.99018e+07,857740,3802,2.00654e+06
maze-400-4,8,45127,2.07366e+07,885028,2471,2.10917e+06
maze-400-4,8,36967,2.08767e+07,914148,1267,2.10874e+06
maze-400-4,8,37111,2.0532e+07,865104,1329,2.01650e+06
maze-400-4,8,88013,1.90025e+07,915491,3173,2.30193e+06
maze-400-4,8,96877,2.05752e+07,913257,2190,2.04302e+06
maze-400-4,8,103276,1.94708e+07,877798,3064,1.94865e+06
maze-400-4,8,83005,1.74203e+07,822128,1640,1.95041e+06
maze-400-4,8,34467,1.70307e+07,817446,1165,2.00151e+06
maze-400-4,8,43148,2.09255e+07,966434,1232,2.05348e+06
maze-400-4,8,20657,1.83646e+07,839303,1599,1.94913e+06
maze-400-4,8,100923,1.70748e+07,819357,1101,2.07807e+06
maze-400-4,8,87988,1.67691e+07,990862,974,2.07089e+06
maze-400-4,8,54310,1.88226e+07,919092,2069,2.1845e+06
maze-400-4,8,23939,1.76883e+07,869819,1438,2.03711e+06
maze-400-4,8,55702,1.94945e+07,848326,1690,2.03942e+06
maze-400-4,8,114010,1.64626e+07,868681,1086,2.06391e+06
maze-400-4,8,27836,2.08154e+07,862276,3112,1.96805e+06
maze-400-4,8,66941,1.9445e+07,818654,3847,1.94619e+06
maze-400-4,8,46776,1.67041e+07,855099,2635,2.09867e+06
maze-400-4,8,69976,1.64186e+07,923083,3371,2.47576e+06
maze-400-4,8,59905,1.67013e+07,820834,2755,1.94971e+06
maze-400-4,8,100672,1.75188e+07,861412,1944,2.06199e+06
maze-400-4,8,24414,1.70271e+07,840932,1243,1.94974e+06
maze-400-4,8,17802,1.89707e+07,817897,1198,2.15836e+06
maze-400-4,8,98796,1.86791e+07,846037,5732,2.00182e+06
maze-400-4,8,31398,1.80548e+07,815921,3783,1.96238e+06
maze-400-4,8,113649,1.89221e+07,970587,2691,2.07419e+06
maze-400-4,8,111885,2.02581e+07,977631,1176,2.06148e+06
maze-400-4,8,26226,1.91833e+07,819000,2188,1.94702e+06
maze-400-4,8,124083,1.75253e+07,869888,3040,1.95178e+06
maze-400-4,8,41284,1.78973e+07,877457,975,2.0109e+06
maze-400-4,8,31631,1.95631e+07,986671,1800,2.26263e+06
maze-400-4,8,114098,1.91907e+07,1.02706e+06,2695,2.29754e+06
maze-400-4,8,112638,1.7594e+07,816402,2550,1.94316e+06
maze-400-4,8,44861,1.6728e+07,822924,2536,1.99168e+06
maze-400-4,8,100027,1.6529e+07,872175,2034,1.94266e+06
maze-400-4,8,110303,1.58707e+07,826829,915,2.02859e+06
maze-400-4,8,6594,1.92617e+07,914650,1255,2.10224e+06
maze-400-4,8,117758,1.7558e+07,1.00336e+06,3009,2.10691e+06
maze-400-4,8,28346,2.01653e+07,852884,1403,1.96679e+06
maze-400-4,8,77242,2.0202e+07,907819,2336,2.00742e+06
maze-400-4,8,81133,1.9684e+07,853908,1107,2.13222e+06
maze-400-4,8,3119,1.91934e+07,820169,1000,1.94778e+06
maze-400-4,8,118033,1.69139e+07,822082,1057,1.99955e+06
maze-400-4,8,45652,1.79961e+07,860610,2842,1.94494e+06
maze-400-4,8,7687,1.74041e+07,812125,1620,2.03592e+06
maze-400-4,8,50239,1.77077e+07,824868,1195,1.94786e+06
maze-400-4,8,63273,1.79462e+07,922782,3123,2.05154e+06
maze-400-4,8,122849,1.69982e+07,815155,2657,2.07001e+06
maze-400-4,8,31748,2.15119e+07,869918,1802,2.02218e+06
maze-400-4,8,107409,2.06384e+07,922430,1136,2.23567e+06
maze-400-4,8,14449,1.79719e+07,817250,2805,1.94706e+06
maze-400-4,8,98211,1.67674e+07,818411,2571,2.11242e+06
maze-400-4,8,104919,1.66942e+07,920060,1123,1.95077e+06
maze-400-4,8,55176,1.65307e+07,820650,2607,1.9497e+06
maze-400-4,8,110142,1.66593e+07,820850,1774,1.98708e+06
maze-400-4,8,75622,1.76049e+07,822946,1218,1.95001e+06
maze-400-4,8,32696,1.93712e+07,916945,3206,1.97138e+06
maze-400-4,8,81080,1.89283e+07,864660,3007,1.97389e+06
maze-400-4,8,57858,1.9902e+07,921904,3035,2.18392e+06
maze-400-4,8,16749,1.94538e+07,885562,2734,2.01189e+06
maze-400-4,8,116458,2.04493e+07,877676,1482,2.03814e+06
maze-400-4,8,100639,1.90851e+07,943303,1684,1.96262e+06
maze-400-4,8,4782,1.90311e+07,862201,2669,1.97148e+06
maze-400-4,8,127746,1.69441e+07,863703,1118,2.0296e+06
maze-400-4,8,45194,1.67441e+07,867175,1285,2.02187e+06
maze-400-4,8,24761,1.66553e+07,869522,3070,1.95638e+06
maze-400-4,8,118579,1.79265e+07,874382,1176,2.09469e+06
maze-400-4,8,113066,1.68499e+07,908039,2920,2.33923e+06
maze-400-4,8,23227,1.75616e+07,816789,1312,2.04348e+06
maze-400-4,8,111722,1.73069e+07,816018,2470,2.07413e+06
maze-400-4,8,104410,1.75922e+07,845857,1092,2.07998e+06
maze-400-4,8,60376,1.70415e+07,907791,5122,2.12008e+06
maze-400-4,8,123086,1.74211e+07,858899,1533,2.06066e+06
maze-400-4,8,1652,1.82475e+07,927049,987,2.00479e+06
maze-400-4,8,44022,1.70217e+07,813076,2131,1.94628e+06
maze-400-4,8,118136,1.73641e+07,896518,1639,1.99309e+06
maze-400-4,8,45130,1.72413e+07,884365,2406,2.06427e+06
maze-400-4,8,67779,2.00445e+07,980659,2770,2.06376e+06
maze-400-4,8,28768,1.9581e+07,942917,1448,2.33729e+06
maze-400-4,8,116607,1.91636e+07,910908,1844,2.147e+06
maze-400-4,8,73916,1.73344e+07,842640,1295,2.01438e+06
maze-400-4,8,27327,1.73274e+07,832747,1204,2.02496e+06
maze-400-4,8,107142,1.92239e+07,846726,2711,2.03816e+06
maze-400-4,8,78230,1.6715e+07,825325,2568,1.95384e+06
maze-400-4,8,58819,1.74604e+07,864810,868,1.95133e+06
maze-400-4,8,18196,1.72134e+07,827754,2691,1.99071e+06
maze-400-4,8,75569,1.6539e+07,865212,2482,1.95706e+06
maze-400-4,8,87944,1.7319e+07,876059,985,1.94477e+06
maze-400-4,8,104085,1.58395e+07,858074,2217,2.0294e+06
maze-400-4,8,30480,1.65811e+07,821170,492,1.976e+06
maze-400-4,8,62416,1.67794e+07,821572,779,2.00141e+06
maze-400-4,8,33750,1.71346e+07,1.19483e+06,1306,1.97187e+06
maze-400-4,8,40083,1.88001e+07,929555,5211,2.12152e+06
maze-400-4,8,25788,1.84591e+07,822104,1161,1.95274e+06
maze-400-4,8,106559,2.01488e+07,860903,2219,1.98896e+06
maze-400-4,8,106374,1.66006e+07,822188,4105,1.96119e+06
maze-400-4,8,14395,1.91218e+07,972587,950,2.06899e+06
maze-400-4,8,105491,1.89254e+07,863004,2938,2.00361e+06
maze-400-4,8,31101,1.73421e+07,822781,1189,1.97683e+06
maze-400-4,8,4511,1.78287e+07,895431,1097,2.00998e+06
maze-400-4,8,66328,1.68803e+07,922064,3119,1.97454e+06
maze-400-4,8,120362,1.83653e+07,852655,989,1.94782e+06
maze-400-4,8,14737,2.02010e+07,817519,1193,2.1449e+06
maze-400-4,8,36130,1.8076e+07,825391,3938,1.94838e+06
maze-400-4,8,98657,1.61882e+07,819774,3087,1.99384e+06
maze-400-4,8,19442,1.79278e+07,815978,1223,2.06881e+06
maze-400-4,8,30156,1.89296e+07,847049,1689,2.00498e+06
maze-400-4,8,71417,1.9253e+07,897664,1272,1.94416e+06
maze-400-4,8,26824,1.88261e+07,888012,924,2.07693e+06
maze-400-4,8,32104,2.01489e+07,904125,1194,1.96523e+06
maze-400-4,8,11845,2.03235e+07,819554,2679,2.0437e+06
maze-400-4,8,124497,1.70691e+07,869178,2538,1.96752e+06
maze-400-4,8,9941,2.01219e+07,906237,1334,1.98796e+06
maze-400-4,8,49677,1.79438e+07,882328,1227,1.94813e+06
maze-400-4,8,43741,1.81681e+07,820451,2525,2.04752e+06
maze-400-4,9,106666,1.66406e+07,818418,3346,2.06993e+06
maze-400-4,9,47610,1.66326e+07,818391,1668,1.94866e+06
maze-400-4,9,94638,1.68899e+07,819159,1151,1.98839e+06
maze-400-4,9,68334,1.75244e+07,814674,2975,1.95916e+06
maze-400-4,9,14004,1.69817e+07,934408,1174,2.07923e+06
maze-400-4,9,66631,1.70764e+07,945941,1320,2.0577e+06
maze-400-4,9,52793,1.83348e+07,872161,2712,1.9743e+06
maze-400-4,9,103533,1.63909e+07,815235,2376,1.9892e+06
maze-400-4,9,72077,1.65312e+07,816335,2567,2.19774e+06
maze-400-4,9,119135,1.63971e+07,859813,3344,2.09864e+06
maze-400-4,9,211,2.02107e+07,897731,4288,2.20769e+06
maze-400-4,9,68413,1.92059e+07,1.30067e+06,5015,2.19027e+06
maze-400-4,9,127787,1.79569e+07,853957,4059,2.01405e+06
maze-400-4,9,98982,1.66555e+07,820527,1585,2.07555e+06
maze-400-4,9,52365,1.67043e+07,878564,1249,2.04393e+06
maze-400-4,9,63820,2.01513e+07,866767,986,1.96185e+06
maze-400-4,9,12852,2.05653e+07,872494,466,1.98098e+06
maze-400-4,9,45784,1.82643e+07,870412,3278,2.16637e+06
maze-400-4,9,40597,1.70985e+07,934607,2651,1.95601e+06
maze-400-4,9,73696,1.76667e+07,880831,1279,1.96023e+06
maze-400-4,9,68660,1.68115e+07,858600,1172,1.94827e+06
maze-400-4,9,80847,1.97284e+07,931861,1172,2.0748e+06
maze-400-4,9,6990,1.95824e+07,818313,1350,1.97213e+06
maze-400-4,9,73041,1.77144e+07,822151,3009,2.06614e+06
maze-400-4,9,47696,1.81486e+07,851648,1642,2.01084e+06
maze-400-4,9,99768,1.70664e+07,912722,4054,1.94641e+06
maze-400-4,9,43785,1.82267e+07,889108,2165,2.00652e+06
maze-400-4,9,64890,1.95378e+07,870109,3568,2.02617e+06
maze-400-4,9,81273,2.05664e+07,822115,1847,1.95075e+06
maze-400-4,9,70180,1.79678e+07,880864,3328,2.06831e+06
maze-400-4,9,92221,2.05595e+07,866339,3082,1.95958e+06
maze-400-4,9,1980,1.74324e+07,812981,1248,1.94802e+06
maze-400-4,9,114942,1.71926e+07,861795,1742,2.05566e+06
maze-400-4,9,21111,1.78093e+07,821158,2904,2.23317e+06
maze-400-4,9,2046,1.73202e+07,868296,5022,2.084e+06
maze-400-4,9,19856,2.09915e+07,928749,4787,1.992e+06
maze-400-4,9,122745,1.94346e+07,991917,3245,2.00742e+06
maze-400-4,9,78124,2.04215e+07,906384,1612,2.51641e+06
maze-400-4,9,23310,1.82966e+07,1.01276e+06,4597,2.21674e+06
maze-400-4,9,41080,2.02518e+07,883192,2405,2.05136e+06
maze-400-4,9,15852,2.12195e+07,1.01328e+06,1402,2.03426e+06
maze-400-4,9,124297,1.69558e+07,812916,1326,1.95003e+06
maze-400-4,9,97368,1.7706e+07,860834,1750,1.98793e+06
maze-400-4,9,109498,1.92407e+07,844232,2512,2.12632e+06
maze-400-4,9,84160,1.67181e+07,865439,3365,2.01081e+06
maze-400-4,9,65681,1.65281e+07,817645,6258,1.94951e+06
maze-400-4,9,60622,1.71065e+07,922019,883,2.0966e+06
maze-400-4,9,77811,1.91003e+07,864845,3182,2.02028e+06
maze-400-4,9,104482,1.91296e+07,815579,2655,1.96025e+06
maze-400-4,9,50964,1.79797e+07,860955,2999,2.13913e+06
maze-400-4,9,95824,1.62411e+07,817774,1631,1.96068e+06
maze-400-4,9,63849,1.65052e+07,870168,1546,1.95765e+06
maze-400-4,9,49919,1.74727e+07,823465,996,1.95452e+06
maze-400-4,9,38266,2.10956e+07,868525,2121,2.15655e+06
maze-400-4,9,31874,1.7282e+07,862518,1826,1.98416e+06
maze-400-4,9,73942,1.69713e+07,827005,1182,2.07906e+06
maze-400-4,9,116517,1.69118e+07,819018,1863,1.96125e+06
maze-400-4,9,40087,1.72334e+07,872610,1343,2.4665e+06
maze-400-4,9,124050,1.89092e+07,891586,2762,2.05734e+06
maze-400-4,9,70908,1.56611e+07,825491,4051,2.09141e+06
maze-400-4,9,34803,1.77182e+07,879231,1350,2.0107e+06
maze-400-4,9,58870,1.78886e+07,897943,2761,2.08796e+06
maze-400-4,9,98611,1.70823e+07,863856,1257,2.13275e+06
maze-400-4,9,26548,1.9071e+07,890236,3253,1.96846e+06
maze-400-4,9,63112,2.00577e+07,944885,2519,1.96657e+06
maze-400-4,9,69344,2.05749e+07,842129,4037,1.96959e+06
maze-400-4,9,90881,1.91537e+07,865718,1156,2.00164e+06
maze-400-4,9,117947,1.79073e+07,812881,2975,1.94699e+06
maze-400-4,9,12063,1.71883e+07,813262,3056,1.98362e+06
maze-400-4,9,56342,2.10331e+07,863190,1123,2.00824e+06
maze-400-4,9,66072,1.67137e+07,822922,2870,2.11747e+06
maze-400-4,9,80407,1.66681e+07,853149,1125,1.99179e+06
maze-400-4,9,87941,1.69058e+07,815119,2666,2.02977e+06
maze-400-4,9,120426,1.7574e+07,820253,4338,1.94962e+06
maze-400-4,9,103641,1.72291e+07,824535,5419,1.95034e+06
maze-400-4,9,27821,1.83873e+07,821135,2253,1.99416e+06
maze-400-4,9,45326,1.81886e+07,835363,2290,2.3159e+06
maze-400-4,9,14093,2.01093e+07,896472,1158,2.08715e+06
maze-400-4,9,52892,1.84684e+07,902679,2411,1.96777e+06
maze-400-4,9,68508,1.85985e+07,821099,2161,2.20739e+06
maze-400-4,9,35240,1.73528e+07,820892,1274,1.94654e+06
maze-400-4,9,55093,1.8599e+07,857441,2540,1.9591e+06
maze-400-4,9,52572,1.93946e+07,889941,1799,2.10178e+06
maze-400-4,9,58478,2.0257e+07,878261,2535,1.95191e+06
maze-400-4,9,5407,1.73977e+07,846389,1177,2.02254e+06
maze-400-4,9,53965,1.79832e+07,840368,3113,2.01028e+06
maze-400-4,9,97732,1.77043e+07,920881,1543,2.19491e+06
maze-400-4,9,81208,2.04951e+07,908058,1254,2.10722e+06
maze-400-4,9,51670,2.04456e+07,850446,2050,1.99003e+06
maze-400-4,9,126905,2.00932e+07,905899,3147,2.03545e+06
maze-400-4,9,5752,2.08276e+07,853294,3264,2.11286e+06
maze-400-4,9,44020,2.07632e+07,1.15014e+06,1086,2.00391e+06
maze-400-4,9,103550,1.96822e+07,861345,1025,2.42700e+06
maze-400-4,9,116794,1.84584e+07,880685,2863,2.05441e+06
maze-400-4,9,7073,1.8125e+07,863311,2323,2.25244e+06
maze-400-4,9,103257,1.78882e+07,821339,1199,1.95046e+06
maze-400-4,9,46813,1.87592e+07,1.0947e+06,1274,2.6529e+06
maze-400-4,9,70654,2.05009e+07,887872,1315,2.12728e+06
maze-400-4,9,65186,1.77336e+07,864848,1832,1.97863e+06
maze-400-4,9,108251,1.76218e+07,867254,3798,2.08708e+06
maze-400-4,9,15642,1.73704e+07,855942,1641,2.00733e+06
maze-400-4,9,98609,1.70541e+07,888213,2665,2.10128e+06
maze-400-4,9,111585,1.74549e+07,882323,1078,2.02479e+06
maze-400-4,9,57511,1.65339e+07,816768,1668,2.05776e+06
maze-400-4,9,37078,1.92663e+07,925525,1550,2.23414e+06
maze-400-4,9,93042,1.79946e+07,840180,1393,2.00434e+06
maze-400-4,9,19262,1.65874e+07,862347,2674,1.9412e+06
maze-400-4,9,120470,1.65592e+07,867489,2787,2.11257e+06
maze-400-4,9,42616,2e+07,916914,3572,2.07536e+06
maze-400-4,9,33337,2.09324e+07,869117,1517,2.05405e+06
maze-400-4,9,93770,1.96581e+07,898187,1198,2.1051e+06
maze-400-4,9,54578,1.89774e+07,881739,1216,2.08945e+06
maze-400-4,9,44564,1.88426e+07,836836,1268,1.97159e+06
maze-400-4,9,121936,1.85767e+07,923806,3966,2.07919e+06
maze-400-4,9,25503,1.92051e+07,869392,1573,1.97039e+06
maze-400-4,9,94760,1.74029e+07,825397,987,2.11426e+06
maze-400-4,9,119608,1.98381e+07,855670,1624,2.00209e+06
maze-400-4,9,43989,1.92443e+07,860843,1276,2.27763e+06
maze-400-4,9,1052,1.72669e+07,851135,3318,1.98904e+06
maze-400-4,9,79635,1.67685e+07,843006,1568,2.12345e+06
maze-400-4,9,83924,1.62516e+07,822849,4157,1.94509e+06
maze-400-4,9,62930,1.67594e+07,849696,2468,1.95015e+06
maze-400-4,9,74299,1.61113e+07,825554,2165,2.13698e+06
maze-400-4,9,113160,1.914e+07,839576,3295,2.00675e+06
maze-400-4,9,100603,1.71486e+07,866439,1482,1.96511e+06
maze-400-4,9,48344,2.00678e+07,873932,3097,1.95746e+06
maze-400-4,9,51787,1.74776e+07,820923,2477,1.95288e+06
maze-400-4,9,116672,1.93445e+07,906230,2339,1.98036e+06
maze-400-4,9,60826,1.81671e+07,822692,2522,1.98382e+06
maze-400-4,9,59340,1.91651e+07,864239,1180,2.01079e+06
maze-400-4,9,56212,1.88333e+07,822289,1254,1.95043e+06
maze-400-4,9,8368,1.79121e+07,881000,1438,2.14796e+06
maze-400-4,9,32689,1.84365e+07,982427,1387,2.19356e+06
maze-400-4,9,22294,2.14161e+07,1.00064e+06,1925,2.19452e+06
maze-400-4,9,37390,1.97933e+07,854674,2720,2.00251e+06
maze-400-4,9,86959,1.63844e+07,864236,3101,1.95408e+06
maze-400-4,9,31966,1.63865e+07,818234,2664,1.94612e+06
maze-400-4,9,84727,1.71612e+07,850165,887,1.96581e+06
maze-400-4,9,42737,1.68005e+07,861860,3317,2.00503e+06
maze-400-4,9,5311,1.7279e+07,869052,2615,1.95985e+06
maze-400-4,9,121237,1.75606e+07,916005,1809,1.9593e+06
maze-400-4,9,103308,1.72421e+07,881480,3051,2.41101e+06
maze-400-4,9,22506,1.95551e+07,824607,1524,2.00258e+06
maze-400-4,9,57244,1.79959e+07,821155,1601,2.10007e+06
maze-400-4,9,78076,1.97456e+07,897896,1720,2.05628e+06
maze-400-4,9,18189,1.79834e+07,867078,3017,2.05885e+06
maze-400-4,9,9463,1.72642e+07,943972,1141,2.10512e+06
maze-400-4,9,36342,1.70669e+07,870565,3365,1.99842e+06
maze-400-4,9,94741,1.86226e+07,882261,1506,2.0638e+06
maze-400-4,9,108011,1.75405e+07,865342,3083,2.05402e+06
maze-400-4,9,8624,1.73429e+07,961923,4570,2.05772e+06
maze-400-4,9,90968,1.71684e+07,924734,2018,2.23719e+06
maze-400-4,9,64886,1.85976e+07,844689,3386,2.00618e+06
maze-400-4,9,69358,1.7633e+07,840721,2753,2.08487e+06
maze-400-4,9,23693,1.66337e+07,826101,1934,2.00527e+06
maze-400-4,9,54470,1.74404e+07,820785,2731,2.05574e+06
maze-400-4,9,13346,1.7207e+07,862022,2942,2.1613e+06
maze-400-4,9,48519,1.74521e+07,863032,2495,1.9584e+06
maze-400-4,9,80758,1.63624e+07,883199,1120,2.05017e+06
maze-400-4,9,2863,1.81309e+07,904779,1824,1.97324e+06
maze-400-4,9,47447,2.0979e+07,1.12675e+06,3795,2.53678e+06
maze-400-4,9,22625,2.09491e+07,864287,1573,2.06734e+06
maze-400-4,9,45233,1.87439e+07,813214,1136,1.95291e+06
maze-400-4,9,9367,1.70691e+07,814265,1754,1.94628e+06
maze-400-4,9,78308,1.64406e+07,1.00374e+06,1432,1.95544e+06
maze-400-4,9,105012,1.65324e+07,822302,1156,2.00420e+06
maze-400-4,9,35611,1.62026e+07,841333,1333,2.02546e+06
maze-400-4,9,75170,1.98573e+07,982106,2566,1.96581e+06
maze-400-4,9,106341,1.61707e+07,815710,1096,1.95313e+06
maze-400-4,9,43513,1.73949e+07,824175,1159,1.99876e+06
maze-400-4,9,125754,1.69396e+07,919033,3426,2.05286e+06
maze-400-4,9,64493,2.05759e+07,886119,2407,1.96601e+06
maze-400-4,9,74041,2.02441e+07,915646,3196,1.99844e+06
maze-400-4,9,54950,1.81591e+07,886164,2650,2.02249e+06
maze-400-4,9,104935,2.02144e+07,944757,2791,2.00014e+06
maze-400-4,9,14326,2.00445e+07,886085,2439,2.00564e+06
maze-400-4,9,104489,1.7522e+07,869923,1247,2.07734e+06
maze-400-4,9,105121,1.66633e+07,897599,2518,1.95963e+06
maze-400-4,9,118176,1.95485e+07,893338,1504,2.13356e+06
maze-400-4,9,1207,1.86066e+07,825753,1544,2.04915e+06
maze-400-4,9,63874,2.11097e+07,971081,1735,2.20127e+06
maze-400-4,9,15502,2.09935e+07,903908,4259,1.99153e+06
maze-400-4,9,46213,2.07817e+07,868805,1701,2.06899e+06
maze-400-4,9,62481,2.03383e+07,864375,3792,1.97069e+06
maze-400-4,9,44213,1.83705e+07,834291,1359,2.06039e+06
maze-400-4,9,86225,1.65614e+07,842942,2331,1.95152e+06
maze-400-4,9,102633,1.66386e+07,868318,1226,2.08347e+06
maze-400-4,9,11039,1.87571e+07,895668,1760,2.03535e+06
maze-400-4,9,8009,2.0763e+07,906692,2496,2.16298e+06
maze-400-4,9,104283,1.99734e+07,855328,1160,2.37259e+06
maze-400-4,9,25953,1.81767e+07,854645,1229,1.94875e+06
maze-400-4,9,63296,1.68429e+07,916152,2920,1.96475e+06
maze-400-4,9,64145,1.9675e+07,880892,1060,1.96129e+06
maze-400-4,9,22468,1.83069e+07,882211,1092,2.05699e+06
maze-400-4,9,9561,1.80368e+07,859965,2727,1.99193e+06
maze-400-4,9,67183,1.7425e+07,850400,1048,2.11307e+06
maze-400-4,9,8247,1.72944e+07,889962,1271,1.99802e+06
maze-400-4,9,99086,1.699e+07,818072,1855,1.95298e+06
maze-400-4,9,25184,1.86653e+07,903517,3032,2.19387e+06
maze-400-4,9,110046,1.6848e+07,838250,1833,2.04219e+06
maze-400-4,9,103048,1.71172e+07,821871,2610,1.95297e+06
maze-400-4,9,105600,1.71788e+07,847473,856,2.0171e+06
maze-400-4,9,8866,1.71514e+07,848511,1293,2.11207e+06
maze-400-4,9,45312,1.78589e+07,902065,2980,2.05277e+06
maze-400-4,9,39667,1.90513e+07,883731,1688,2.01293e+06
maze-400-4,9,75051,1.97274e+07,931272,966,2.01117e+06
maze-400-4,9,68574,1.82109e+07,834505,1750,1.94996e+06
maze-400-4,9,77574,1.70231e+07,867146,1105,2.12171e+06
maze-400-4,9,39598,1.69045e+07,889483,1297,2.0286e+06
maze-400-4,9,46110,1.80247e+07,835650,955,1.95075e+06
maze-400-4,9,77983,1.69481e+07,866623,1708,2.02367e+06
maze-400-4,9,84226,1.68959e+07,859876,1130,1.97158e+06
maze-400-4,9,86403,2.04514e+07,820971,442,1.98693e+06
maze-400-4,9,49503,1.64349e+07,872236,1836,2.10167e+06
maze-400-4,9,95250,1.669e+07,855284,2873,2.05366e+06
maze-400-4,9,28097,1.71876e+07,824508,2862,1.98318e+06
maze-400-4,9,74019,1.65674e+07,868649,2925,1.97237e+06
maze-400-4,9,7393,1.80858e+07,863608,3250,2.11967e+06
maze-400-4,9,82596,1.78362e+07,844279,2623,1.96133e+06
maze-400-4,9,53520,1.79731e+07,835338,2241,1.9499e+06
maze-400-4,9,95499,1.84892e+07,866855,1343,2.24171e+06
maze-400-4,9,40859,1.81234e+07,840901,3129,2.29331e+06
maze-400-4,9,91061,1.6487e+07,822634,961,2.14759e+06
maze-400-4,9,122205,1.67982e+07,854255,2725,1.95897e+06
maze-400-4,9,45866,1.92025e+07,819834,3133,1.94588e+06
maze-400-4,9,87587,1.66107e+07,819429,1362,1.98623e+06
maze-400-4,9,6044,1.85235e+07,897132,4122,2.10728e+06
maze-400-4,9,42178,1.96312e+07,887425,2647,2.02435e+06
maze-400-4,9,121378,2.04085e+07,854904,1015,1.9877e+06
maze-400-4,9,100318,1.70711e+07,821535,2744,1.95018e+06
maze-400-4,9,59558,1.75724e+07,825300,1175,2.03561e+06
maze-400-4,9,76884,1.69686e+07,830487,1039,1.94625e+06
maze-400-4,9,120612,1.72171e+07,910524,3732,1.94857e+06
maze-400-4,9,65290,1.92458e+07,924586,1937,1.9965e+06
maze-400-4,9,79093,2.07587e+07,891354,3306,2.01444e+06
maze-400-4,9,26398,1.73878e+07,922980,3209,1.95943e+06
maze-400-4,9,38964,1.76985e+07,991691,2729,2.09147e+06
maze-400-4,9,98839,2.00673e+07,896279,2603,1.97218e+06
maze-400-4,9,40628,2.07572e+07,841590,1364,2.04614e+06
maze-400-4,9,56861,1.80893e+07,824275,2927,1.98955e+06
maze-400-4,9,92722,1.68748e+07,813218,1123,2.01759e+06
maze-400-4,9,9733,1.82449e+07,864698,1373,2.09608e+06
maze-400-4,9,53231,1.72681e+07,859751,1421,1.95502e+06
maze-400-4,9,33905,1.77288e+07,869914,1284,2.08619e+06
maze-400-4,9,23239,1.73495e+07,968693,3729,1.96099e+06
maze-400-4,9,63936,1.69872e+07,842848,895,1.96016e+06
maze-400-4,9,15781,1.88263e+07,910680,1643,2.22945e+06
maze-400-4,9,65211,1.95976e+07,883159,1815,2.01883e+06
maze-400-4,9,75247,1.9473e+07,925361,1063,2.06228e+06
maze-400-4,9,64261,2.03123e+07,873186,1149,1.96106e+06
maze-400-4,9,65573,1.93005e+07,926782,2939,2.02392e+06
maze-400-4,9,72653,1.76109e+07,862787,2318,1.9488e+06
maze-400-4,9,65567,1.72132e+07,818298,377,2.10058e+06
maze-400-4,9,79412,1.99244e+07,822353,3192,1.99944e+06
maze-400-4,9,69524,1.62685e+07,824610,1225,1.94787e+06
maze-400-4,9,48732,1.74433e+07,824825,2714,1.95445e+06
maze-400-4,9,22171,1.78513e+07,823944,1627,2.02961e+06
maze-400-4,9,28928,1.71333e+07,826147,522,2.12347e+06
maze-400-4,9,72600,2.07194e+07,861385,2444,1.9664e+06
maze-400-4,9,67305,2.04137e+07,859708,1097,1.9687e+06
maze-400-4,9,89214,1.93826e+07,821489,1808,2.03122e+06
maze-400-4,9,81113,1.6576e+07,814848,3748,2.1361e+06
maze-400-4,9,46435,1.73461e+07,824143,1209,2.19027e+06
maze-400-4,9,56522,1.97153e+07,865569,2904,2.03906e+06
maze-400-4,9,56557,2.11616e+07,911439,1276,2.1122e+06
maze-400-4,9,32705,1.75833e+07,848297,2475,2.13313e+06
maze-400-4,9,30571,2.09686e+07,865042,1542,1.948e+06
maze-400-4,9,88676,1.73661e+07,858119,2600,1.96932e+06
maze-400-4,9,122475,1.72398e+07,840173,11975,1.96844e+06
maze-400-4,9,101397,1.9292e+07,876929,2776,1.95891e+06
maze-400-4,9,67071,1.67411e+07,817393,1803,1.94642e+06
maze-400-4,9,2630,1.7082e+07,810667,3132,2.11137e+06
maze-400-4,9,112359,1.60665e+07,965425,1258,2.11546e+06
maze-400-4,9,95263,2.00718e+07,921092,4308,2.21808e+06
maze-400-4,9,5366,1.97274e+07,899373,4126,2.07118e+06
maze-400-4,9,12751,2.03733e+07,812709,516,2.04517e+06
